Date,Tenor,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9
01-05-2017,2M,0.468213679,0.419250696,0.376259888,0.338158301,0.304372137,0.274822661,0.250065938,0.231535343,0.221403557,0.220933405,0.228418042,0.240437301,0.254316408,0.268613154,0.282659468,0.296171512,0.309045176,0.321259501,0.332831491
01-05-2017,3M,0.458470548,0.412709996,0.372716556,0.337488981,0.306510627,0.279713632,0.257540466,0.241006805,0.231433936,0.229423299,0.233839039,0.242410816,0.25309954,0.26461093,0.276244047,0.287647047,0.298654225,0.309196445,0.319254333
01-05-2017,6M,0.410305256,0.374189298,0.34304454,0.316069933,0.292841825,0.273230867,0.257345529,0.24543985,0.237725793,0.234115555,0.234077681,0.236765396,0.241295448,0.246944847,0.253200467,0.259726333,0.266312302,0.272830915,0.279207195
01-05-2017,9M,0.385266804,0.354579901,0.328359753,0.305878425,0.286711839,0.270643209,0.257590493,0.247529255,0.240401436,0.236030348,0.234085396,0.234120555,0.235657986,0.238263638,0.241585755,0.245359932,0.249396693,0.253564272,0.25777287
01-05-2017,1Y,0.358986477,0.333608009,0.312126446,0.293870293,0.278407977,0.265456513,0.254819468,0.246338625,0.239855409,0.235185232,0.232109342,0.230384012,0.2297601,0.23000323,0.230907768,0.232302788,0.234051748,0.236048587,0.238212507
01-05-2017,2Y,0.355052778,0.330872016,0.310321546,0.292731191,0.277656999,0.264796805,0.253936937,0.244914498,0.237588729,0.231819983,0.227457256,0.224335067,0.222278403,0.221112201,0.220671251,0.220807531,0.221393972,0.222325053,0.223515288
01-05-2017,3Y,0.353224289,0.329464718,0.309175777,0.291688343,0.276553653,0.26346245,0.2521957,0.242591358,0.234519887,0.227865578,0.222513114,0.218339907,0.215214377,0.21299917,0.211557216,0.210758164,0.210483455,0.210629232,0.211107226
01-05-2017,4Y,0.356669663,0.332597657,0.311924279,0.293971675,0.278281836,0.264537155,0.252513083,0.242047264,0.233017459,0.225324433,0.218878351,0.213588612,0.209357696,0.206079385,0.203640857,0.201927276,0.200827097,0.200236628,0.200063056
01-05-2017,5Y,0.353423696,0.329538345,0.308991025,0.291109379,0.275438157,0.261660992,0.249554054,0.238956151,0.229747576,0.221833799,0.215132276,0.209562088,0.205036903,0.201461814,0.198734011,0.196746338,0.195392206,0.194570337,0.194188331
01-05-2017,6Y,0.344097458,0.320744155,0.300634634,0.283113373,0.267736429,0.254195416,0.242272579,0.23181191,0.22269876,0.214844058,0.208171363,0.202606405,0.198069609,0.194472334,0.191716972,0.189700187,0.188317813,0.187469826,0.187064238
01-05-2017,7Y,0.336893617,0.314014295,0.294301776,0.277114004,0.262015874,0.248704932,0.236967546,0.226650827,0.217642897,0.209857661,0.203222257,0.197666775,0.193116683,0.189488696,0.186690376,0.184622919,0.183185769,0.182281529,0.181819962
01-05-2017,8Y,0.328685551,0.306080349,0.28658077,0.269557484,0.254584632,0.241367212,0.229698297,0.219431636,0.210462273,0.202711322,0.196113031,0.190603768,0.186113588,0.182561439,0.179854605,0.177891904,0.176569108,0.175784738,0.175444755
01-05-2017,9Y,0.322322262,0.299932422,0.280601294,0.263709232,0.24883742,0.235696525,0.224084747,0.213860943,0.204925549,0.197205356,0.190640262,0.185171638,0.180733138,0.177245334,0.174615021,0.172738802,0.171509238,0.170821405,0.170578168
01-05-2017,10Y,0.317155534,0.294945434,0.275756172,0.258975896,0.244191445,0.231118038,0.219557981,0.209374237,0.200471582,0.192781408,0.186248202,0.180817378,0.176425447,0.172994151,0.170429674,0.168626588,0.167474664,0.166866093,0.16670124
01-05-2017,15Y,0.289421982,0.26982199,0.251930316,0.236013062,0.221985862,0.209588448,0.198644523,0.189036848,0.180688807,0.173548437,0.167573065,0.162714802,0.158909031,0.156068754,0.15408629,0.152841021,0.152209695,0.152075689,0.152335147
01-05-2017,20Y,0.264951613,0.247878513,0.232235767,0.217689538,0.204176981,0.192186365,0.181629402,0.172410833,0.164476411,0.157794623,0.152337158,0.148059666,0.144887572,0.142712147,0.141398126,0.140798621,0.140770528,0.141185518,0.141935281
01-05-2017,25Y,0.248523774,0.233281858,0.219295996,0.206280017,0.194020518,0.182479802,0.172259607,0.163393533,0.155840357,0.149577589,0.14457826,0.140789016,0.138116736,0.136429518,0.135570917,0.135379606,0.135706012,0.136421827,0.137422825
01-05-2017,30Y,0.236794486,0.222926052,0.210192716,0.198341995,0.187185098,0.176573857,0.166845019,0.158450712,0.151349146,0.145511507,0.140899942,0.137448131,0.135052,0.133574401,0.132860592,0.132756452,0.133122413,0.133840557,0.134815972
01-05-2017,40Y,0.220212354,0.208389301,0.197523845,0.187414541,0.177909803,0.168890765,0.160260507,0.152464411,0.145935217,0.140633992,0.136507544,0.13347297,0.13141373,0.13018828,0.129646047,0.12964317,0.130053008,0.1307705,0.131711997
01-06-2017,2M,0.468219881,0.418809877,0.375384027,0.336843546,0.302598716,0.272556836,0.247275612,0.228252068,0.21785772,0.217580014,0.225622933,0.238291117,0.252762888,0.267567435,0.282046604,0.295932061,0.309132811,0.321637774,0.333471222
01-06-2017,3M,0.460243811,0.413967192,0.373485575,0.337782168,0.306327283,0.279044797,0.256384179,0.239409566,0.229558681,0.227555662,0.232245419,0.241219655,0.252328244,0.264230334,0.276214201,0.287930026,0.299217323,0.31001221,0.320299795
01-06-2017,6M,0.409161375,0.372934008,0.341669467,0.31456475,0.291195737,0.271436256,0.25540523,0.243377813,0.235594836,0.231990117,0.232029931,0.234843767,0.239520783,0.24531866,0.251714411,0.258368433,0.26507013,0.271692925,0.278163156
01-06-2017,9M,0.384934709,0.353914977,0.327377805,0.304593014,0.285139176,0.268808526,0.255535618,0.245318846,0.23812262,0.233781516,0.231957381,0.23218079,0.233945443,0.236793207,0.240356174,0.244360917,0.248613845,0.25298198,0.257375833
01-06-2017,1Y,0.35441305,0.329116473,0.307686976,0.289461127,0.274015144,0.261074467,0.250451834,0.241998091,0.235561879,0.230962116,0.227978962,0.22636378,0.225860615,0.226228373,0.227256041,0.228769041,0.230628732,0.232728124,0.234986258
01-06-2017,2Y,0.351210142,0.327119516,0.306635451,0.28909423,0.274057476,0.261228389,0.25039868,0.241410667,0.23412807,0.228414237,0.224119088,0.221075925,0.219106887,0.218033309,0.217686435,0.217915321,0.218590793,0.219606017,0.220874842
01-06-2017,3Y,0.350017727,0.326351239,0.306135851,0.288707634,0.273622011,0.260573462,0.249346498,0.239782451,0.231754812,0.225150208,0.219854621,0.215745518,0.212690206,0.210549412,0.209183802,0.208460872,0.208260288,0.208476919,0.209021705
01-06-2017,4Y,0.353956226,0.329965542,0.309356541,0.291455494,0.275807575,0.262097899,0.250104449,0.239667347,0.230666751,0.223005612,0.216595834,0.211347852,0.207164328,0.203938383,0.201555903,0.199900438,0.19885882,0.198325954,0.198207953
01-06-2017,5Y,0.350823255,0.32701493,0.306528529,0.288695585,0.273063812,0.259319355,0.247240707,0.23666895,0.227486619,0.219601293,0.21293221,0.207399655,0.202917737,0.199391173,0.196716091,0.19478385,0.193486263,0.19272059,0.192393252
01-06-2017,6Y,0.341713896,0.318433058,0.298380883,0.280905419,0.265565419,0.252054762,0.240157778,0.22972051,0.22063036,0.212800234,0.206155427,0.200622929,0.196123752,0.192569077,0.18986044,0.187893197,0.186561711,0.185764569,0.185408646
01-06-2017,7Y,0.33465966,0.311850641,0.292194117,0.275051385,0.259989855,0.24670916,0.234997578,0.224704082,0.21571866,0.207957023,0.201347921,0.195822653,0.191307305,0.187718518,0.184963153,0.182941262,0.181550963,0.180693584,0.180277827
01-06-2017,8Y,0.326644359,0.3041046,0.284657166,0.267675778,0.252736857,0.239547297,0.227901917,0.217656195,0.208706946,0.200977046,0.194402357,0.188920498,0.184462194,0.180946358,0.17827958,0.176359517,0.175080597,0.174340055,0.174042795
01-06-2017,9Y,0.320402678,0.298074851,0.278793097,0.261940626,0.247100748,0.233985903,0.222395931,0.212191342,0.20327429,0.195573317,0.189029958,0.183586877,0.179178445,0.17572522,0.173133291,0.171298065,0.170110713,0.169465,0.169262727
01-06-2017,10Y,0.315355461,0.293203127,0.27405972,0.257316046,0.242560922,0.22951122,0.217970791,0.207804169,0.198917799,0.191244801,0.184731306,0.179324052,0.174960296,0.171561777,0.169033959,0.167270189,0.166158815,0.165590697,0.165465131
